month,year,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,parent_metro_region,parent_metro_region_metro_code
June,2015,"Moore, OK",Moore,Oklahoma,OK,All Residential,-1,147000.0,149950.0,104.0,118.0,140.0,320.0,3.1,28.0,0.9806681368067296,0.1826923076923076,0.259375,"Oklahoma City, OK",36420.0
July,2021,"Nixa, MO",Nixa,Missouri,MO,Multi-Family (2-4 Unit),4,249000.0,,1.0,1.0,,,,73.0,,0.0,,"Springfield, MO",44180.0
February,2014,"Steger, IL",Steger,Illinois,IL,All Residential,-1,62300.0,36500.0,11.0,13.0,11.0,54.0,4.9,50.0,0.9671772637669626,0.2727272727272727,0.2037037037037036,"Chicago, IL",16984.0
September,2017,"Rockport, AR",Rockport,Arkansas,AR,Single Family Residential,6,155000.0,65000.0,1.0,1.0,1.0,2.0,2.0,26.0,1.0,0.0,,"Malvern, AR",31680.0
January,2019,"Footville, WI",Footville,Wisconsin,WI,All Residential,-1,150000.0,294300.0,1.0,2.0,1.0,4.0,4.0,119.0,0.9380863039399624,0.0,,"Janesville, WI",27500.0
August,2018,"Cedarburg, WI",Cedarburg,Wisconsin,WI,Single Family Residential,6,363100.0,406950.0,19.0,16.0,11.0,36.0,1.9,70.0,0.9770622256189668,0.2105263157894736,0.2777777777777777,"Milwaukee, WI",33340.0
April,2017,"Bethany, NY",Bethany,New York,NY,All Residential,-1,441100.0,229900.0,6.0,8.0,7.0,4.0,0.6999999999999998,7.0,1.1439734073537282,0.8333333333333333,,"Batavia, NY",12860.0
December,2023,"Bloomington, IN",Bloomington,Indiana,IN,Multi-Family (2-4 Unit),4,400000.0,270500.0,1.0,4.0,5.0,7.0,7.0,3340.0,0.8333333333333333,0.0,0.2857142857142857,"Bloomington, IN",14020.0
May,2015,"Manteno, IL",Manteno,Illinois,IL,Single Family Residential,6,235000.0,224987.0,11.0,11.0,13.0,51.0,4.6,51.0,0.9421127849450456,0.0,0.2941176470588235,"Kankakee, IL",28100.0
December,2024,"Union Grove, WI",Union Grove,Wisconsin,WI,Condo/Co-op,3,320990.0,,1.0,4.0,,7.0,7.0,108.0,0.9968943134879964,0.0,,"Racine, WI",39540.0
September,2021,"Winston, OR",Winston,Oregon,OR,All Residential,-1,290000.0,325000.0,11.0,17.0,15.0,14.0,1.3,24.0,0.9928361013299876,0.5454545454545454,0.1428571428571428,"Roseburg, OR",40700.0
September,2019,"Cloverleaf, TX",Cloverleaf,Texas,TX,Single Family Residential,6,174500.0,159900.0,11.0,12.0,9.0,21.0,1.9,30.0,0.957370153721259,0.0909090909090909,0.3333333333333333,"Houston, TX",26420.0
March,2024,"Glendora, NJ",Glendora,New Jersey,NJ,All Residential,-1,265000.0,290000.0,3.0,5.0,7.0,9.0,3.0,71.0,1.0291662684143406,0.6666666666666666,,"Camden, NJ",15804.0
November,2021,"Lookingglass, OR",Lookingglass,Oregon,OR,Single Family Residential,6,280000.0,629000.0,1.0,,1.0,4.0,4.0,117.0,0.8888888888888888,0.0,0.25,"Roseburg, OR",40700.0
July,2012,"Lake Brownwood, TX",Lake Brownwood,Texas,TX,Single Family Residential,6,80000.0,69900.0,1.0,1.0,7.0,31.0,31.0,210.0,0.9580838323353292,0.0,,"Brownwood, TX",15220.0
February,2019,"Draper, UT",Draper,Utah,UT,Single Family Residential,6,504950.0,475000.0,30.0,41.0,49.0,150.0,5.0,96.0,1.0287530288790865,0.3333333333333333,0.1933333333333333,"Salt Lake City, UT",41620.0
October,2015,"Brook Highland, AL",Brook Highland,Alabama,AL,All Residential,-1,300000.0,214900.0,6.0,11.0,12.0,50.0,8.3,22.0,0.97738898563273,0.0,,"Birmingham, AL",13820.0
November,2014,"Wyboo, SC",Wyboo,South Carolina,SC,All Residential,-1,196250.0,221950.0,4.0,4.0,2.0,22.0,5.5,260.0,0.8919469363279763,0.0,,"Sumter, SC",44940.0
April,2022,"Grassflat, PA",Grassflat,Pennsylvania,PA,Single Family Residential,6,30000.0,,1.0,1.0,,1.0,1.0,243.0,0.7994670219853431,0.0,,"DuBois, PA",20180.0
October,2023,"Kings Mountain, NC",Kings Mountain,North Carolina,NC,All Residential,-1,231750.0,199500.0,14.0,16.0,16.0,44.0,3.1,60.0,0.9784690428574128,0.4285714285714285,0.4090909090909091,"Shelby, NC",43140.0
October,2015,"Anderson Creek, NC",Anderson Creek,North Carolina,NC,Condo/Co-op,3,169900.0,,1.0,1.0,,15.0,15.0,292.0,1.0,0.0,,"Fayetteville, NC",22180.0
September,2019,"South Hill, NY",South Hill,New York,NY,Single Family Residential,6,258000.0,280000.0,4.0,4.0,3.0,12.0,3.0,103.0,1.0101499068168096,0.5,,"Ithaca, NY",27060.0
June,2020,"Tonawanda, NY",Tonawanda,New York,NY,Multi-Family (2-4 Unit),4,152500.0,175000.0,2.0,5.0,7.0,6.0,3.0,227.0,0.9310344827586206,0.0,0.1666666666666666,"Buffalo, NY",15380.0
March,2013,"Lima, PA",Lima,Pennsylvania,PA,Single Family Residential,6,130000.0,442500.0,1.0,1.0,4.0,4.0,4.0,94.0,0.7692307692307692,0.0,,"Philadelphia, PA",37964.0
July,2018,"West Pittsburg, PA",West Pittsburg,Pennsylvania,PA,Single Family Residential,6,88000.0,,1.0,1.0,,5.0,5.0,42.0,0.979955456570156,0.0,,"New Castle, PA",35260.0
September,2024,"Lawson, MO",Lawson,Missouri,MO,Single Family Residential,6,365000.0,259000.0,2.0,,5.0,,4.0,12.0,,,,"Kansas City, MO",28140.0
March,2014,"South Rockwood, MI",South Rockwood,Michigan,MI,Single Family Residential,6,46000.0,750.0,1.0,1.0,1.0,6.0,6.0,2458.0,0.8363636363636363,0.0,,"Monroe, MI",33780.0
June,2013,"Whitehall, MI",Whitehall,Michigan,MI,All Residential,-1,92387.5,89900.0,2.0,2.0,7.0,22.0,11.0,145.0,0.8818153825977783,0.0,,"Muskegon, MI",34740.0
April,2015,"Heritage Lake, IL",Heritage Lake,Illinois,IL,All Residential,-1,169000.0,239900.0,1.0,1.0,2.0,14.0,14.0,652.0,0.9718228867165036,0.0,,"Peoria, IL",37900.0
November,2020,"Riverview Park, PA",Riverview Park,Pennsylvania,PA,All Residential,-1,210000.0,202400.0,3.0,3.0,2.0,4.0,1.3,7.0,0.9787925431845392,0.0,,"Reading, PA",39740.0
December,2024,"Cottage Grove, MN",Cottage Grove,Minnesota,MN,All Residential,-1,420000.0,409900.0,43.0,40.0,31.0,96.0,2.2,50.0,0.9913537906138874,0.2093023255813953,0.3229166666666666,"Minneapolis, MN",33460.0
July,2015,"Jacksonville, OR",Jacksonville,Oregon,OR,All Residential,-1,390000.0,409450.0,7.0,7.0,12.0,50.0,7.1,158.0,0.9934230033525352,0.2857142857142857,,"Medford, OR",32780.0
November,2021,"Rancho Palos Verdes, CA",Rancho Palos Verdes,California,CA,Condo/Co-op,3,937500.0,1675000.0,4.0,6.0,2.0,10.0,2.5,117.0,0.9736961964931458,0.0,0.4,"Los Angeles, CA",31084.0
June,2024,"Fairmont, OK",Fairmont,Oklahoma,OK,Single Family Residential,6,100500.0,,2.0,,,,,257.0,0.9131533808792994,0.0,,"Enid, OK",21420.0
May,2016,"Taylors, SC",Taylors,South Carolina,SC,Condo/Co-op,3,112000.0,167450.0,1.0,1.0,2.0,2.0,2.0,45.0,0.8967173738991193,0.0,,"Greenville, SC",24860.0
April,2017,"East Greenbush, NY",East Greenbush,New York,NY,All Residential,-1,273000.0,231000.0,4.0,10.0,8.0,10.0,2.5,30.0,0.9550382163134196,0.0,0.2,"Albany, NY",10580.0
January,2015,"New Britain, PA",New Britain,Pennsylvania,PA,All Residential,-1,287750.0,258450.0,4.0,5.0,2.0,6.0,1.5,102.0,0.9582235962866142,0.0,,"Montgomery County, PA",33874.0
December,2023,"Bridgeview, IL",Bridgeview,Illinois,IL,Townhouse,13,252250.0,,2.0,1.0,,2.0,1.0,37.0,0.9848911921061688,0.0,,"Chicago, IL",16984.0
June,2021,"East York, PA",East York,Pennsylvania,PA,All Residential,-1,212450.0,199950.0,16.0,20.0,24.0,16.0,1.0,4.0,1.0525760134614657,0.6875,0.5,"York, PA",49620.0
July,2021,"Aquasco, MD",Aquasco,Maryland,MD,Single Family Residential,6,280000.0,454950.0,1.0,3.0,2.0,7.0,7.0,110.0,0.8752735229759299,0.0,0.1428571428571428,"Washington, DC",47894.0
May,2023,"Holiday City-Berkeley, NJ",Holiday City-Berkeley,New Jersey,NJ,Single Family Residential,6,282500.0,300000.0,44.0,70.0,57.0,117.0,2.7,51.0,1.0002527341763754,0.2954545454545454,0.188034188034188,"New Brunswick, NJ",35154.0
January,2020,"Bristol, VA",Bristol,Virginia,VA,Condo/Co-op,3,89900.0,154900.0,1.0,1.0,2.0,5.0,5.0,217.0,1.0,0.0,,"Kingsport, TN",28700.0
February,2017,"Belmont, NC",Belmont,North Carolina,NC,Single Family Residential,6,225000.0,294900.0,12.0,,28.0,118.0,9.8,107.0,0.9800819162857184,0.4166666666666666,0.0677966101694915,"Charlotte, NC",16740.0
May,2021,"Southchase, FL",Southchase,Florida,FL,All Residential,-1,302500.0,317900.0,20.0,20.0,25.0,13.0,0.6999999999999998,11.0,0.9994541675428602,0.5,0.1538461538461538,"Orlando, FL",36740.0
January,2020,"Catlett, VA",Catlett,Virginia,VA,Single Family Residential,6,270000.0,,1.0,2.0,,4.0,4.0,17.0,0.9818181818181818,0.0,,"Washington, DC",47894.0
May,2017,"Edgewood, NM",Edgewood,New Mexico,NM,All Residential,-1,247500.0,239000.0,12.0,22.0,15.0,32.0,2.7,9.0,0.9805566248685134,0.0833333333333333,0.28125,"Santa Fe, NM",42140.0
August,2012,"Union Valley, TX",Union Valley,Texas,TX,Single Family Residential,6,129900.0,114000.0,1.0,,1.0,6.0,6.0,865.0,0.9622222222222222,0.0,0.1666666666666666,"Dallas, TX",19124.0
June,2020,"St. James, MD",St. James,Maryland,MD,Single Family Residential,6,326966.0,337250.0,12.0,11.0,9.0,16.0,1.3,62.0,0.9900563199047828,0.1666666666666666,0.1875,"Hagerstown, MD",25180.0
May,2018,"Windham, ME",Windham,Maine,ME,Townhouse,13,297000.0,282450.0,1.0,2.0,1.0,,,19.0,1.0,0.0,,"Portland, ME",38860.0
June,2019,"Walkertown, NC",Walkertown,North Carolina,NC,All Residential,-1,206910.0,260000.0,12.0,8.0,3.0,26.0,2.2,37.0,0.9941090921041792,0.3333333333333333,0.4615384615384615,"Winston-Salem, NC",49180.0
January,2020,"Leander, TX",Leander,Texas,TX,Single Family Residential,6,278500.0,284990.0,123.0,214.0,157.0,329.0,2.7,60.0,0.9852593366609153,0.1056910569105691,0.2006079027355623,"Austin, TX",12420.0
June,2018,"Cross Roads, TX",Cross Roads,Texas,TX,All Residential,-1,380000.0,484900.0,2.0,,3.0,13.0,6.5,16.0,1.0015626217753877,0.5,0.2307692307692307,"Dallas, TX",19124.0
May,2017,"Mount Pleasant, NC",Mount Pleasant,North Carolina,NC,Single Family Residential,6,250000.0,265000.0,1.0,,1.0,4.0,4.0,31.0,1.0040160642570282,1.0,,"Charlotte, NC",16740.0
June,2012,"Brigantine, NJ",Brigantine,New Jersey,NJ,All Residential,-1,280000.0,337400.0,23.0,23.0,46.0,310.0,13.5,69.0,0.9096157364051064,0.0434782608695652,,"Atlantic City, NJ",12100.0
September,2019,"Manchester, GA",Manchester,Georgia,GA,Multi-Family (2-4 Unit),4,100000.0,,1.0,1.0,,,,191.0,0.8,0.0,,"Atlanta, GA",12060.0
October,2012,"Vero Lake Estates, FL",Vero Lake Estates,Florida,FL,All Residential,-1,91000.0,92997.5,17.0,15.0,16.0,59.0,3.5,75.0,0.9733453300417356,0.1764705882352941,,"Sebastian, FL",42680.0
January,2022,"Hatboro, PA",Hatboro,Pennsylvania,PA,Townhouse,13,434000.0,,1.0,1.0,,2.0,2.0,29.0,1.0214168039538716,1.0,,"Montgomery County, PA",33874.0
September,2023,"Traverse City, MI",Traverse City,Michigan,MI,Single Family Residential,6,519000.0,455000.0,17.0,13.0,15.0,26.0,1.5,55.0,0.994849491137517,0.3529411764705882,0.3846153846153846,"Traverse City, MI",45900.0
April,2023,"Myers Corner, NY",Myers Corner,New York,NY,Single Family Residential,6,349000.0,417450.0,5.0,5.0,12.0,17.0,3.4,27.0,0.99245640220558,0.2,0.1764705882352941,"Poughkeepsie, NY",39100.0
March,2021,"Dana Point, CA",Dana Point,California,CA,All Residential,-1,1209000.0,1249000.0,64.0,78.0,67.0,116.0,1.8,57.0,0.998185485448806,0.328125,0.1551724137931034,"Anaheim, CA",11244.0
September,2023,"Carlisle, IA",Carlisle,Iowa,IA,All Residential,-1,237500.0,265000.0,6.0,5.0,5.0,14.0,2.3,5.0,0.983746800591388,0.1666666666666666,0.5714285714285714,"Des Moines, IA",19780.0
November,2020,"North Cape May, NJ",North Cape May,New Jersey,NJ,All Residential,-1,416200.0,307450.0,14.0,13.0,9.0,17.0,1.2,37.0,0.9646306970343992,0.1428571428571428,0.3529411764705882,"Ocean City, NJ",36140.0
September,2023,"Riverdale, IL",Riverdale,Illinois,IL,All Residential,-1,120250.0,128700.0,14.0,22.0,24.0,60.0,4.3,153.0,0.977323437602166,0.2857142857142857,0.25,"Chicago, IL",16984.0
September,2022,"Genoa, NV",Genoa,Nevada,NV,Single Family Residential,6,2500000.0,762500.0,2.0,1.0,4.0,17.0,8.5,125.0,0.9363938053097344,0.0,0.2941176470588235,"Gardnerville Ranchos, NV",23820.0
April,2015,"Oakham, MA",Oakham,Massachusetts,MA,All Residential,-1,443500.0,309000.0,1.0,1.0,5.0,11.0,11.0,264.0,0.9747252747252748,0.0,0.4545454545454545,"Worcester, MA",49340.0
September,2013,"Winthrop Town, MA",Winthrop Town,Massachusetts,MA,All Residential,-1,291000.0,320000.0,17.0,24.0,24.0,92.0,5.4,64.0,0.974268050989303,0.0588235294117647,0.2717391304347825,"Boston, MA",14454.0
February,2021,"Hoisington, KS",Hoisington,Kansas,KS,Single Family Residential,6,77325.0,29750.0,2.0,2.0,1.0,1.0,0.5,58.0,,0.0,,"Great Bend, KS",24460.0
October,2019,"Newport, RI",Newport,Rhode Island,RI,All Residential,-1,550500.0,568000.0,38.0,42.0,39.0,178.0,4.7,78.0,0.9603164343213368,0.1842105263157894,0.2415730337078651,"Providence, RI",39300.0
July,2024,"Havelock, NC",Havelock,North Carolina,NC,All Residential,-1,239000.0,254450.0,13.0,15.0,10.0,15.0,1.2,7.0,1.019647189806778,0.4615384615384615,0.2666666666666666,"New Bern, NC",35100.0
October,2022,"Creedmoor, NC",Creedmoor,North Carolina,NC,Single Family Residential,6,320000.0,409900.0,9.0,6.0,5.0,11.0,1.2,38.0,0.9821319239655832,0.1111111111111111,0.4545454545454545,"Durham, NC",20500.0
May,2012,"Highland, IN",Highland,Indiana,IN,All Residential,-1,139000.0,141950.0,23.0,23.0,38.0,152.0,6.6,79.0,0.9808979594833394,0.1304347826086956,,"Gary, IN",23844.0
October,2020,"Stillwater, MN",Stillwater,Minnesota,MN,Single Family Residential,6,412500.0,339000.0,32.0,35.0,30.0,37.0,1.2,19.0,0.996452725809204,0.375,0.2972972972972973,"Minneapolis, MN",33460.0
November,2019,"Farley, KY",Farley,Kentucky,KY,All Residential,-1,75500.0,135000.0,5.0,5.0,3.0,13.0,2.6,56.0,0.9291543694020438,0.4,,"Paducah, KY",37140.0
December,2012,"Pine, AZ",Pine,Arizona,AZ,Single Family Residential,6,245000.0,182500.0,1.0,1.0,3.0,17.0,17.0,99.0,0.98,0.0,,"Payson, AZ",37740.0
September,2015,"Innsbrook, MO",Innsbrook,Missouri,MO,Single Family Residential,6,263125.0,217900.0,5.0,,10.0,55.0,11.0,113.0,0.9406352752958068,0.0,0.109090909090909,"St. Louis, MO",41180.0
October,2012,"Buffalo, OH",Buffalo,Ohio,OH,Single Family Residential,6,14500.0,,1.0,1.0,,,,63.0,0.8285714285714286,0.0,,"Cambridge, OH",15740.0
December,2017,"Leechburg, PA",Leechburg,Pennsylvania,PA,Multi-Family (2-4 Unit),4,55300.0,,1.0,,,3.0,3.0,12.0,0.9388794567062818,0.0,0.6666666666666666,"Pittsburgh, PA",38300.0
March,2021,"Peru, IL",Peru,Illinois,IL,All Residential,-1,148500.0,159450.0,6.0,8.0,6.0,14.0,2.3,35.0,0.9452604009430208,0.0,0.2142857142857142,"Ottawa, IL",36837.0
October,2017,"Altamonte Springs, FL",Altamonte Springs,Florida,FL,Condo/Co-op,3,95000.0,122500.0,45.0,39.0,52.0,86.0,1.9,16.0,0.964554553848952,0.1111111111111111,0.2558139534883721,"Orlando, FL",36740.0
September,2020,"Lower Grand Lagoon, FL",Lower Grand Lagoon,Florida,FL,Multi-Family (2-4 Unit),4,519000.0,334900.0,2.0,2.0,2.0,5.0,2.5,185.0,0.9466770711405904,0.0,,"Panama City, FL",37460.0
November,2014,"London, AR",London,Arkansas,AR,All Residential,-1,68000.0,58708.0,2.0,2.0,2.0,9.0,4.5,125.0,0.9483973473335175,0.0,,"Russellville, AR",40780.0
June,2015,"Capitan, NM",Capitan,New Mexico,NM,All Residential,-1,78500.0,255000.0,1.0,1.0,1.0,3.0,3.0,229.0,,0.0,,"Ruidoso, NM",40760.0
August,2017,"Huntsville, TX",Huntsville,Texas,TX,Single Family Residential,6,189000.0,185000.0,29.0,23.0,30.0,93.0,3.2,38.0,0.9789753336629962,0.2068965517241379,0.2258064516129032,"Huntsville, TX",26660.0
January,2013,"Oxon Hill, MD",Oxon Hill,Maryland,MD,All Residential,-1,125000.0,110000.0,15.0,30.0,31.0,75.0,5.0,83.0,0.9493703091068106,0.2,0.2533333333333333,"Washington, DC",47894.0
May,2024,"Vine Grove, KY",Vine Grove,Kentucky,KY,Single Family Residential,6,295000.0,288650.0,11.0,16.0,10.0,33.0,3.0,23.0,0.9971519620036025,0.2727272727272727,0.3636363636363636,"Elizabethtown, KY",21060.0
October,2021,"Chino Hills, CA",Chino Hills,California,CA,Condo/Co-op,3,499000.0,828000.0,8.0,10.0,7.0,10.0,1.3,13.0,1.0302808088690596,0.75,0.1,"Riverside, CA",40140.0
April,2019,"El Segundo, CA",El Segundo,California,CA,All Residential,-1,970000.0,1189000.0,11.0,16.0,12.0,41.0,3.7,89.0,0.9424265577136371,0.0909090909090909,0.2926829268292682,"Los Angeles, CA",31084.0
July,2021,"Livermore, CA",Livermore,California,CA,Single Family Residential,6,1195000.0,978000.0,111.0,104.0,117.0,53.0,0.5,8.0,1.083148557263231,0.8918918918918918,0.2830188679245282,"Oakland, CA",36084.0
January,2018,"Topsham, ME",Topsham,Maine,ME,Single Family Residential,6,271200.0,145000.0,4.0,4.0,1.0,12.0,3.0,14.0,1.0090655143465423,0.5,0.1666666666666666,"Portland, ME",38860.0
October,2013,"Northampton, MA",Northampton,Massachusetts,MA,Condo/Co-op,3,156750.0,277500.0,7.0,7.0,2.0,30.0,4.3,129.0,0.9591998483577238,0.0,,"Springfield, MA",44140.0
October,2013,"Vallejo, CA",Vallejo,California,CA,Condo/Co-op,3,127500.0,232450.0,10.0,13.0,10.0,22.0,2.2,12.0,1.0273857124484267,0.5,0.0909090909090909,"Vallejo, CA",46700.0
August,2024,"Bull Run, VA",Bull Run,Virginia,VA,Single Family Residential,6,1005000.0,1124500.0,5.0,2.0,4.0,8.0,1.6,58.0,1.008990882956209,0.5999999999999999,0.25,"Washington, DC",47894.0
December,2012,"Hastings, NY",Hastings,New York,NY,Single Family Residential,6,112500.0,242775.0,7.0,7.0,6.0,65.0,9.3,163.0,0.967592760562958,0.1428571428571428,,"Syracuse, NY",45060.0
June,2022,"Fort Ann, NY",Fort Ann,New York,NY,Single Family Residential,6,24000.0,,1.0,,,2.0,2.0,34.0,0.8,0.0,,"Glens Falls, NY",24020.0
May,2016,"Black Diamond, WA",Black Diamond,Washington,WA,All Residential,-1,404000.0,467000.0,9.0,10.0,9.0,16.0,1.8,32.0,1.0111122673259507,0.5555555555555555,0.375,"Seattle, WA",42644.0
October,2022,"Silverthorne, CO",Silverthorne,Colorado,CO,Multi-Family (2-4 Unit),4,908088.0,1300800.0,1.0,2.0,4.0,5.0,5.0,3.0,1.0101090100111234,1.0,0.8,"Breckenridge, CO",14720.0
March,2014,"Van Alstyne, TX",Van Alstyne,Texas,TX,All Residential,-1,160450.0,135000.0,6.0,8.0,6.0,23.0,3.8,154.0,0.9753468171356232,0.3333333333333333,0.217391304347826,"Sherman, TX",43300.0
November,2022,"Grenelefe, FL",Grenelefe,Florida,FL,Condo/Co-op,3,145250.0,308700.0,4.0,2.0,2.0,8.0,2.0,49.0,1.0195160419853817,0.75,,"Lakeland, FL",29460.0
October,2013,"Oak Park, CA",Oak Park,California,CA,Single Family Residential,6,755000.0,597500.0,11.0,9.0,15.0,28.0,2.5,13.0,0.9839590360137808,0.0909090909090909,0.3571428571428571,"Oxnard, CA",37100.0
January,2015,"Dove Valley, CO",Dove Valley,Colorado,CO,Condo/Co-op,3,161000.0,157450.0,5.0,7.0,8.0,5.0,1.0,62.0,0.9879894344919882,0.2,,"Denver, CO",19740.0
September,2014,"Port Byron, NY",Port Byron,New York,NY,All Residential,-1,128000.0,72000.0,1.0,1.0,1.0,5.0,5.0,136.0,0.9922480620155038,0.0,,"Auburn, NY",12180.0
September,2019,"Warren, MA",Warren,Massachusetts,MA,All Residential,-1,315000.0,,1.0,1.0,,1.0,1.0,57.0,0.9846827133479212,0.0,1.0,"Worcester, MA",49340.0
February,2018,"St. Paul, MO",St. Paul,Missouri,MO,All Residential,-1,295153.5,232250.0,4.0,,4.0,17.0,4.3,51.0,0.9940398802129846,0.25,,"St. Louis, MO",41180.0
July,2018,"Somers Point, NJ",Somers Point,New Jersey,NJ,Condo/Co-op,3,136000.0,169900.0,5.0,3.0,3.0,20.0,4.0,162.0,0.9571065654750028,0.2,0.1,"Atlantic City, NJ",12100.0
September,2014,"Leeds, AL",Leeds,Alabama,AL,Single Family Residential,6,124000.0,142900.0,13.0,13.0,13.0,62.0,4.8,126.0,0.9603084175936176,0.0769230769230769,,"Birmingham, AL",13820.0
November,2017,"La Vergne, TN",La Vergne,Tennessee,TN,Townhouse,13,140500.0,191450.0,2.0,2.0,2.0,2.0,1.0,45.0,1.00423402617398,0.5,,"Nashville, TN",34980.0
February,2019,"Hampton, NH",Hampton,New Hampshire,NH,Single Family Residential,6,380500.0,397000.0,4.0,8.0,12.0,33.0,8.3,100.0,0.995574503970446,0.25,0.0606060606060606,"Rockingham County, NH",40484.0
August,2018,"Palm Beach Gardens, FL",Palm Beach Gardens,Florida,FL,Townhouse,13,246500.0,358000.0,41.0,52.0,45.0,136.0,3.3,68.0,0.9612120708828444,0.0,0.213235294117647,"West Palm Beach, FL",48424.0
February,2015,"Lake Roesiger, WA",Lake Roesiger,Washington,WA,All Residential,-1,715900.0,,1.0,1.0,,1.0,1.0,1254.0,0.9875844944130224,0.0,,"Seattle, WA",42644.0
November,2015,"Marlin, TX",Marlin,Texas,TX,All Residential,-1,27000.0,25950.0,5.0,5.0,2.0,14.0,2.8,471.0,,0.0,,"Waco, TX",47380.0
September,2023,"Sunriver, OR",Sunriver,Oregon,OR,Townhouse,13,850000.0,899000.0,1.0,1.0,1.0,2.0,2.0,13.0,0.9670079635949944,0.0,,"Bend, OR",13460.0
November,2023,"Seaside Heights, NJ",Seaside Heights,New Jersey,NJ,Multi-Family (2-4 Unit),4,464000.0,657000.0,1.0,1.0,9.0,13.0,13.0,10.0,1.0334075723830736,1.0,0.0769230769230769,"New Brunswick, NJ",35154.0
July,2020,"Moraga, CA",Moraga,California,CA,Condo/Co-op,3,607500.0,1285000.0,4.0,5.0,3.0,9.0,2.3,62.0,0.9884868875249124,0.25,0.2222222222222222,"Oakland, CA",36084.0
August,2022,"Bremerton, WA",Bremerton,Washington,WA,Condo/Co-op,3,269000.0,433500.0,5.0,2.0,9.0,21.0,4.2,14.0,0.9859098654445032,0.0,0.4285714285714285,"Bremerton, WA",14740.0
April,2020,"Detroit, MI",Detroit,Michigan,MI,Multi-Family (2-4 Unit),4,69000.0,65999.5,13.0,17.0,21.0,246.0,18.9,222.0,0.88471438078824,0.0769230769230769,0.089430894308943,"Detroit, MI",19804.0
January,2019,"Belterra, TX",Belterra,Texas,TX,Single Family Residential,6,429990.0,515000.0,5.0,20.0,15.0,43.0,8.599999999999998,152.0,0.9834904953026112,0.0,0.1395348837209302,"Austin, TX",12420.0
March,2012,"Wilson, NC",Wilson,North Carolina,NC,Townhouse,13,145000.0,118450.0,2.0,2.0,5.0,21.0,10.5,171.0,0.9584608398199048,0.0,,"Wilson, NC",48980.0
July,2018,"Reading, MA",Reading,Massachusetts,MA,All Residential,-1,600000.0,581500.0,39.0,32.0,28.0,38.0,1.0,8.0,1.0270105955895263,0.5897435897435896,0.3947368421052631,"Boston, MA",14454.0
October,2024,"Jasper, IN",Jasper,Indiana,IN,Condo/Co-op,3,235000.0,249000.0,1.0,1.0,1.0,1.0,1.0,62.0,0.9456740442655936,0.0,1.0,"Jasper, IN",27540.0
May,2014,"Carmody Hills-Pepper Mill Village, MD",Carmody Hills-Pepper Mill Village,Maryland,MD,Single Family Residential,6,163250.0,139900.0,4.0,4.0,2.0,11.0,2.8,40.0,0.9848334167880712,0.0,0.1818181818181818,"Washington, DC",47894.0
October,2016,"Sun Valley, PA",Sun Valley,Pennsylvania,PA,All Residential,-1,32000.0,89900.0,5.0,5.0,6.0,19.0,3.8,128.0,1.0106406540319584,0.4,,"East Stroudsburg, PA",20700.0
January,2025,"Omro, WI",Omro,Wisconsin,WI,All Residential,-1,367200.0,371900.0,1.0,3.0,1.0,5.0,5.0,59.0,0.9927007299270072,0.0,0.2,"Oshkosh, WI",36780.0
August,2015,"Manor, TX",Manor,Texas,TX,All Residential,-1,179900.0,189900.0,32.0,20.0,31.0,42.0,1.3,23.0,1.0013952565018631,0.25,0.119047619047619,"Austin, TX",12420.0
September,2014,"Fairmont, MN",Fairmont,Minnesota,MN,All Residential,-1,130000.0,69947.5,11.0,10.0,10.0,61.0,5.5,148.0,0.9513840210440456,0.1818181818181818,0.1475409836065573,"Fairmont, MN",21860.0
August,2020,"Vandling, PA",Vandling,Pennsylvania,PA,Single Family Residential,6,169412.5,,2.0,2.0,,2.0,1.0,95.0,0.971837633087633,0.5,,"Scranton, PA",42540.0
October,2019,"Oak View, CA",Oak View,California,CA,Single Family Residential,6,665000.0,531950.0,8.0,8.0,2.0,26.0,3.3,104.0,0.9730487953095128,0.25,0.2692307692307692,"Oxnard, CA",37100.0
July,2024,"Los Banos, CA",Los Banos,California,CA,All Residential,-1,462000.0,495017.0,27.0,46.0,46.0,71.0,2.6,29.0,0.988859046649184,0.2592592592592592,0.3098591549295774,"Merced, CA",32900.0
March,2021,"Oak Park, CA",Oak Park,California,CA,Condo/Co-op,3,450000.0,989500.0,3.0,3.0,4.0,3.0,1.0,8.0,0.999936079504522,0.3333333333333333,,"Oxnard, CA",37100.0
March,2012,"Waynesboro, VA",Waynesboro,Virginia,VA,All Residential,-1,134500.0,167000.0,14.0,14.0,33.0,158.0,11.3,116.0,0.9106695412476076,0.0,,"Staunton, VA",44420.0
October,2019,"Cove, OR",Cove,Oregon,OR,All Residential,-1,593750.0,295000.0,2.0,,1.0,3.0,1.5,109.0,0.9535087719298244,0.0,0.3333333333333333,"La Grande, OR",29260.0
October,2016,"Delavan, IL",Delavan,Illinois,IL,All Residential,-1,95750.0,112500.0,4.0,4.0,4.0,14.0,3.5,211.0,0.9442898799230488,0.0,,"Peoria, IL",37900.0
