month,year,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,parent_metro_region,parent_metro_region_metro_code
June,2021,"Lester Prairie, MN",Lester Prairie,Minnesota,MN,All Residential,-1,200000.0,229000.0,1.0,4.0,5.0,8.0,8.0,11.0,1.0050251256281406,1.0,,"Hutchinson, MN",26780.0
August,2017,"Sharon, NY",Sharon,New York,NY,Single Family Residential,6,183500.0,140950.0,4.0,5.0,4.0,21.0,5.3,138.0,0.9559266493210848,0.0,0.0952380952380952,"Albany, NY",10580.0
January,2020,"Fields Landing, CA",Fields Landing,California,CA,All Residential,-1,211800.0,220000.0,3.0,3.0,1.0,1.0,0.2999999999999999,162.0,0.9977235772357724,0.3333333333333333,,"Eureka, CA",21700.0
August,2014,"Stoughton, MA",Stoughton,Massachusetts,MA,Condo/Co-op,3,189950.0,322000.0,2.0,2.0,2.0,10.0,5.0,121.0,0.9812834224598928,0.0,0.2,"Boston, MA",14454.0
April,2018,"Burlington, NC",Burlington,North Carolina,NC,All Residential,-1,141253.5,168486.0,84.0,76.0,76.0,310.0,3.7,96.0,0.9789231465236224,0.1904761904761904,0.0064516129032258,"Burlington, NC",15500.0
June,2020,"Orland Hills, IL",Orland Hills,Illinois,IL,Single Family Residential,6,195000.0,219950.0,7.0,16.0,13.0,3.0,0.4,98.0,0.9974256123727158,0.7142857142857143,,"Chicago, IL",16984.0
December,2014,"Riverview, FL",Riverview,Florida,FL,Single Family Residential,6,180000.0,179900.0,158.0,150.0,137.0,465.0,2.9,65.0,0.9758084573758152,0.1392405063291139,0.1462365591397849,"Tampa, FL",45300.0
February,2021,"Grand Rapids, MI",Grand Rapids,Michigan,MI,All Residential,-1,200000.0,210000.0,204.0,197.0,196.0,155.0,0.8,7.0,1.0320216096821213,0.5637254901960784,0.1806451612903225,"Grand Rapids, MI",24340.0
December,2022,"Santa Rosa, CA",Santa Rosa,California,CA,Single Family Residential,6,712750.0,694000.0,90.0,91.0,54.0,175.0,1.9,46.0,0.9878577773088756,0.3111111111111111,0.1485714285714285,"Santa Rosa, CA",42220.0
January,2017,"Shorewood Forest, IN",Shorewood Forest,Indiana,IN,All Residential,-1,287750.0,459895.0,3.0,3.0,3.0,22.0,7.3,85.0,0.9794021506396728,0.0,,"Gary, IN",23844.0
September,2017,"Canutillo, TX",Canutillo,Texas,TX,All Residential,-1,153000.0,170000.0,5.0,2.0,3.0,22.0,4.4,136.0,0.9893512530584256,0.0,,"El Paso, TX",21340.0
June,2016,"Sweeny, TX",Sweeny,Texas,TX,All Residential,-1,335500.0,122000.0,3.0,5.0,6.0,12.0,4.0,171.0,0.9889558232931726,0.0,,"Houston, TX",26420.0
July,2024,"Oxnard, CA",Oxnard,California,CA,Condo/Co-op,3,620000.0,769000.0,13.0,26.0,17.0,62.0,4.8,47.0,0.9840763712966176,0.2307692307692307,0.2096774193548387,"Oxnard, CA",37100.0
January,2017,"Sonora, CA",Sonora,California,CA,Single Family Residential,6,281000.0,259900.0,3.0,3.0,7.0,24.0,8.0,495.0,0.9460854869482576,0.0,,"Sonora, CA",43760.0
August,2015,"Westport, IN",Westport,Indiana,IN,Single Family Residential,6,83000.0,143500.0,3.0,4.0,1.0,8.0,2.7,8.0,0.9660296055526836,0.0,0.125,"Greensburg, IN",24700.0
April,2022,"Richmond West, FL",Richmond West,Florida,FL,Single Family Residential,6,585000.0,554999.5,23.0,32.0,31.0,48.0,2.1,20.0,1.006918207528533,0.3913043478260869,0.0416666666666666,"Miami, FL",33124.0
December,2020,"Desert Edge, CA",Desert Edge,California,CA,Condo/Co-op,3,22000.0,,1.0,1.0,,1.0,1.0,196.0,0.6470588235294118,0.0,,"Riverside, CA",40140.0
July,2024,"Kerman, CA",Kerman,California,CA,All Residential,-1,369000.0,442000.0,4.0,5.0,7.0,7.0,1.8,8.0,1.02672287029716,0.75,0.4285714285714285,"Fresno, CA",23420.0
August,2014,"Brunswick, NY",Brunswick,New York,NY,Single Family Residential,6,193980.0,189900.0,14.0,14.0,12.0,56.0,4.0,53.0,0.9813409258351206,0.2857142857142857,,"Albany, NY",10580.0
August,2019,"Jackson, OH",Jackson,Ohio,OH,All Residential,-1,130000.0,250000.0,3.0,2.0,3.0,19.0,6.3,83.0,0.9016462232414076,0.0,,"Jackson, OH",27160.0
May,2019,"Sunol, CA",Sunol,California,CA,All Residential,-1,1245000.0,1499800.0,1.0,2.0,3.0,5.0,5.0,30.0,0.9576923076923076,0.0,0.4,"Oakland, CA",36084.0
December,2020,"Cecilia, LA",Cecilia,Louisiana,LA,All Residential,-1,166000.0,107500.0,1.0,1.0,2.0,6.0,6.0,67.0,0.988095238095238,0.0,,"Lafayette, LA",29180.0
February,2018,"Darien, NY",Darien,New York,NY,All Residential,-1,115000.0,,1.0,1.0,,5.0,5.0,164.0,0.8852963818321786,0.0,,"Batavia, NY",12860.0
October,2019,"Centerville, CA",Centerville,California,CA,All Residential,-1,500000.0,587000.0,4.0,4.0,1.0,14.0,3.5,143.0,0.9599474613251148,0.25,,"Redding, CA",39820.0
December,2013,"Colfax, WI",Colfax,Wisconsin,WI,All Residential,-1,95910.0,89900.0,1.0,1.0,1.0,7.0,7.0,79.0,1.1165308498253783,1.0,,"Menomonie, WI",32860.0
July,2024,"Middlebush, NJ",Middlebush,New Jersey,NJ,All Residential,-1,700000.0,825000.0,1.0,3.0,3.0,6.0,6.0,14.0,1.1884550084889642,1.0,,"New Brunswick, NJ",35154.0
September,2012,"Wildwood Crest, NJ",Wildwood Crest,New Jersey,NJ,Townhouse,13,382500.0,349900.0,4.0,4.0,4.0,21.0,5.3,290.0,0.976571262020863,0.25,,"Ocean City, NJ",36140.0
May,2015,"Ben Avon, SC",Ben Avon,South Carolina,SC,Single Family Residential,6,102250.0,78900.0,2.0,1.0,5.0,23.0,11.5,299.0,0.947947947947948,0.0,,"Spartanburg, SC",43900.0
October,2020,"Gloucester City, NJ",Gloucester City,New Jersey,NJ,All Residential,-1,130000.0,125000.0,23.0,34.0,38.0,48.0,2.1,25.0,0.9973019138998724,0.4347826086956521,0.2708333333333333,"Camden, NJ",15804.0
February,2022,"Hope, IN",Hope,Indiana,IN,All Residential,-1,143000.0,149000.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0211266384576956,0.6666666666666666,0.3333333333333333,"Columbus, IN",18020.0
May,2014,"Lyons, IL",Lyons,Illinois,IL,Townhouse,13,184500.0,149900.0,1.0,1.0,1.0,2.0,2.0,158.0,1.0307262569832405,1.0,1.0,"Chicago, IL",16984.0
August,2016,"Brewster, NY",Brewster,New York,NY,Condo/Co-op,3,293750.0,267750.0,2.0,1.0,2.0,3.0,1.5,97.0,0.9722705594575586,0.0,0.6666666666666666,"New York, NY",35614.0
November,2018,"Shelburne, VT",Shelburne,Vermont,VT,Single Family Residential,6,348700.0,319000.0,4.0,2.0,1.0,9.0,2.3,57.0,1.0021101118832418,0.25,0.1111111111111111,"Burlington, VT",15540.0
September,2019,"Berry Creek, CA",Berry Creek,California,CA,Single Family Residential,6,315000.0,,1.0,3.0,,11.0,11.0,60.0,0.9574468085106383,0.0,0.2727272727272727,"Chico, CA",17020.0
April,2018,"Cascade, IA",Cascade,Iowa,IA,Townhouse,13,201750.0,,3.0,3.0,,2.0,0.6999999999999998,212.0,0.97727199941399,0.0,,"Dubuque, IA",20220.0
December,2022,"Midland Park, NJ",Midland Park,New Jersey,NJ,Single Family Residential,6,450000.0,699999.0,5.0,3.0,2.0,8.0,1.6,20.0,1.0560809002889084,0.5999999999999999,,"New York, NY",35614.0
August,2013,"Dulles Town Center, VA",Dulles Town Center,Virginia,VA,All Residential,-1,386170.0,389580.0,9.0,8.0,6.0,9.0,1.0,6.0,0.984170551061163,0.1111111111111111,0.1111111111111111,"Washington, DC",47894.0
January,2018,"Pasco, WA",Pasco,Washington,WA,All Residential,-1,235000.0,244000.0,73.0,73.0,70.0,215.0,2.9,78.0,1.0024745829662995,0.273972602739726,,"Kennewick, WA",28420.0
May,2016,"Renton, WA",Renton,Washington,WA,All Residential,-1,372225.0,398000.0,185.0,262.0,217.0,198.0,1.1,7.0,1.028809727651072,0.654054054054054,0.2121212121212121,"Seattle, WA",42644.0
April,2015,"Goose Creek, SC",Goose Creek,South Carolina,SC,Single Family Residential,6,170000.0,185000.0,75.0,78.0,81.0,245.0,3.3,84.0,0.991729345428695,0.1733333333333333,0.1346938775510204,"Charleston, SC",16700.0
October,2024,"Medford, MN",Medford,Minnesota,MN,All Residential,-1,252424.0,125000.0,4.0,1.0,1.0,2.0,0.5,16.0,1.0257448986948168,0.75,0.5,"Owatonna, MN",36940.0
January,2019,"Edgartown, MA",Edgartown,Massachusetts,MA,All Residential,-1,8150000.0,1330000.0,2.0,4.0,2.0,14.0,7.0,105.0,0.9336838415702768,0.0,,"Vineyard Haven, MA",47240.0
August,2017,"Rochester, IL",Rochester,Illinois,IL,Single Family Residential,6,194250.0,175450.0,10.0,10.0,6.0,15.0,1.5,59.0,0.97512778105377,0.1,,"Springfield, IL",44100.0
February,2014,"Bainbridge, OH",Bainbridge,Ohio,OH,Single Family Residential,6,348000.0,,1.0,1.0,,2.0,2.0,91.0,1.0,0.0,,"Chillicothe, OH",17060.0
February,2025,"Seneca, SC",Seneca,South Carolina,SC,All Residential,-1,297500.0,315000.0,16.0,16.0,19.0,53.0,3.3,100.0,0.970552988654546,0.0,0.3018867924528301,"Seneca, SC",42860.0
April,2017,"Wailua, HI",Wailua,Hawaii,HI,Single Family Residential,6,625000.0,512450.0,1.0,,2.0,5.0,5.0,62.0,1.0434056761268782,1.0,0.2,"Kapaa, HI",28180.0
May,2019,"Flora, MS",Flora,Mississippi,MS,All Residential,-1,239900.0,,3.0,3.0,,4.0,1.3,111.0,1.0,0.0,,"Jackson, MS",27140.0
July,2015,"Stoutsville, OH",Stoutsville,Ohio,OH,Single Family Residential,6,55000.0,,1.0,2.0,,9.0,9.0,148.0,0.9339763619073496,0.0,,"Columbus, OH",18140.0
January,2018,"Santa Monica, CA",Santa Monica,California,CA,Townhouse,13,1859000.0,1468000.0,3.0,5.0,7.0,7.0,2.3,15.0,1.0160023251134196,0.3333333333333333,0.1428571428571428,"Los Angeles, CA",31084.0
October,2016,"West Mansfield, OH",West Mansfield,Ohio,OH,All Residential,-1,132900.0,99500.0,1.0,1.0,1.0,8.0,8.0,37.0,0.9851742031134172,0.0,,"Bellefontaine, OH",13340.0
February,2015,"Uvalde, TX",Uvalde,Texas,TX,All Residential,-1,151500.0,205750.0,6.0,6.0,4.0,21.0,3.5,57.0,0.9379465113069536,0.1666666666666666,,"Uvalde, TX",46620.0
March,2019,"New Chicago, IN",New Chicago,Indiana,IN,All Residential,-1,128000.0,156000.0,1.0,1.0,1.0,8.0,8.0,171.0,0.9631301730624529,0.0,,"Gary, IN",23844.0
April,2024,"Penngrove, CA",Penngrove,California,CA,All Residential,-1,1200000.0,1299950.0,1.0,3.0,1.0,2.0,2.0,50.0,0.9266409266409266,0.0,,"Santa Rosa, CA",42220.0
November,2022,"Oregon, WI",Oregon,Wisconsin,WI,All Residential,-1,509500.0,429900.0,12.0,10.0,7.0,24.0,2.0,55.0,0.97423836221885,0.1666666666666666,0.2083333333333333,"Madison, WI",31540.0
May,2015,"Mahopac, NY",Mahopac,New York,NY,All Residential,-1,347750.0,399000.0,8.0,6.0,23.0,85.0,10.6,196.0,0.9738887395534306,0.125,0.2352941176470588,"New York, NY",35614.0
March,2015,"Homer Glen, IL",Homer Glen,Illinois,IL,Townhouse,13,294000.0,324500.0,3.0,3.0,2.0,4.0,1.3,165.0,0.9610861471414232,0.0,0.25,"Chicago, IL",16984.0
November,2021,"North Lindenhurst, NY",North Lindenhurst,New York,NY,Multi-Family (2-4 Unit),4,630000.0,,1.0,,,2.0,2.0,178.0,0.948081264108352,0.0,,"Nassau County, NY",35004.0
January,2019,"Stallings, NC",Stallings,North Carolina,NC,Townhouse,13,231580.0,,5.0,,,11.0,2.2,128.0,1.0055817888262133,0.5999999999999999,,"Charlotte, NC",16740.0
April,2018,"Suring, WI",Suring,Wisconsin,WI,Single Family Residential,6,133650.0,62000.0,3.0,3.0,1.0,2.0,0.6999999999999998,161.0,0.9010789186151033,0.0,,"Green Bay, WI",24580.0
December,2024,"Asheboro, NC",Asheboro,North Carolina,NC,All Residential,-1,189000.0,297450.0,15.0,12.0,12.0,39.0,2.6,36.0,0.9794808096768776,0.0666666666666666,0.2307692307692307,"Greensboro, NC",24660.0
September,2023,"Long Beach, MD",Long Beach,Maryland,MD,Single Family Residential,6,287500.0,347495.0,2.0,2.0,2.0,5.0,2.5,42.0,0.9743083003952568,0.0,0.2,"Washington, DC",47894.0
December,2022,"Balmville, NY",Balmville,New York,NY,Condo/Co-op,3,92500.0,,1.0,,,2.0,2.0,16.0,0.9747102212855636,0.0,,"Poughkeepsie, NY",39100.0
July,2021,"Antioch, CA",Antioch,California,CA,All Residential,-1,605000.0,599000.0,148.0,169.0,196.0,126.0,0.9,8.0,1.0785322384700886,0.8581081081081081,0.1825396825396825,"Oakland, CA",36084.0
April,2021,"Manahawkin, NJ",Manahawkin,New Jersey,NJ,Townhouse,13,273500.0,,1.0,,,1.0,1.0,162.0,0.9945454545454544,0.0,,"New Brunswick, NJ",35154.0
October,2021,"Greenville, IL",Greenville,Illinois,IL,Single Family Residential,6,120000.0,78800.0,7.0,,7.0,22.0,3.1,53.0,0.9794938751599256,0.2857142857142857,0.2272727272727272,"St. Louis, MO",41180.0
May,2012,"Northwest Harwich, MA",Northwest Harwich,Massachusetts,MA,Condo/Co-op,3,132500.0,254450.0,3.0,3.0,7.0,31.0,10.3,294.0,0.8962189715312086,0.0,,"Barnstable Town, MA",12700.0
August,2012,"Westminster, TX",Westminster,Texas,TX,Single Family Residential,6,46000.0,37500.0,1.0,2.0,3.0,5.0,5.0,16.0,1.15,1.0,0.4,"Dallas, TX",19124.0
December,2024,"Pamelia, NY",Pamelia,New York,NY,Single Family Residential,6,292500.0,,1.0,,,1.0,1.0,130.0,0.9285714285714286,0.0,,"Watertown, NY",48060.0
February,2015,"Ballston, NY",Ballston,New York,NY,Multi-Family (2-4 Unit),4,217000.0,,1.0,1.0,,2.0,2.0,125.0,0.834936514043863,0.0,,"Albany, NY",10580.0
December,2015,"Dewart, PA",Dewart,Pennsylvania,PA,All Residential,-1,235000.0,,1.0,1.0,,5.0,5.0,154.0,0.9219301686936052,0.0,,"Sunbury, PA",44980.0
February,2016,"Blue Grass, IA",Blue Grass,Iowa,IA,Single Family Residential,6,188000.0,,2.0,2.0,,11.0,5.5,578.0,0.9576133933444884,0.0,,"Davenport, IA",19340.0
June,2019,"Fillmore, IN",Fillmore,Indiana,IN,All Residential,-1,230000.0,,3.0,3.0,,1.0,0.2999999999999999,29.0,0.9394095802572237,0.0,,"Indianapolis, IN",26900.0
July,2019,"San Felipe, TX",San Felipe,Texas,TX,All Residential,-1,499900.0,256500.0,1.0,2.0,2.0,3.0,3.0,80.0,0.9090743771594836,0.0,0.3333333333333333,"Houston, TX",26420.0
March,2020,"Clemson, SC",Clemson,South Carolina,SC,Condo/Co-op,3,126500.0,277450.0,8.0,3.0,4.0,24.0,3.0,66.0,0.9537304380954316,0.0,0.1666666666666666,"Greenville, SC",24860.0
December,2012,"Mebane, NC",Mebane,North Carolina,NC,All Residential,-1,153500.0,173425.0,16.0,16.0,17.0,103.0,6.4,139.0,0.9788356807115552,0.1875,,"Burlington, NC",15500.0
February,2016,"Gulf Shores, AL",Gulf Shores,Alabama,AL,All Residential,-1,204950.0,260000.0,70.0,69.0,93.0,496.0,7.1,98.0,0.9609842780155624,0.0857142857142857,,"Daphne, AL",19300.0
November,2015,"Loomis, CA",Loomis,California,CA,All Residential,-1,667000.0,345500.0,5.0,13.0,9.0,27.0,5.4,69.0,0.9420902450818128,0.0,0.1851851851851851,"Sacramento, CA",40900.0
March,2022,"Rowland Heights, CA",Rowland Heights,California,CA,All Residential,-1,900000.0,874500.0,27.0,21.0,28.0,27.0,1.0,20.0,1.0562445207216615,0.8888888888888888,0.074074074074074,"Los Angeles, CA",31084.0
March,2019,"Johnson Park, CA",Johnson Park,California,CA,Single Family Residential,6,81000.0,146750.0,1.0,1.0,2.0,6.0,6.0,252.0,1.0253164556962024,1.0,,"Redding, CA",39820.0
May,2021,"Hideaway, TX",Hideaway,Texas,TX,Single Family Residential,6,293000.0,312249.5,13.0,11.0,14.0,12.0,0.9,34.0,1.0112584449480215,0.3076923076923077,,"Tyler, TX",46340.0
April,2018,"Buckeye Lake, OH",Buckeye Lake,Ohio,OH,All Residential,-1,146500.0,126500.0,5.0,5.0,4.0,9.0,1.8,55.0,0.98090398787379,0.4,0.1111111111111111,"Columbus, OH",18140.0
September,2021,"Maryland Heights, MO",Maryland Heights,Missouri,MO,Condo/Co-op,3,159600.0,192500.0,10.0,,12.0,17.0,1.7,7.0,0.9817344488178024,0.2,0.2941176470588235,"St. Louis, MO",41180.0
October,2024,"Opa-locka, FL",Opa-locka,Florida,FL,Single Family Residential,6,448000.0,440000.0,11.0,6.0,10.0,25.0,2.3,36.0,0.9950219961168528,0.3636363636363636,0.2,"Miami, FL",33124.0
September,2015,"Loves Park, IL",Loves Park,Illinois,IL,Condo/Co-op,3,95000.0,89200.0,11.0,10.0,8.0,22.0,2.0,39.0,0.947223707025169,0.0909090909090909,0.0454545454545454,"Rockford, IL",40420.0
August,2019,"Tamiami, FL",Tamiami,Florida,FL,Townhouse,13,227500.0,439000.0,8.0,5.0,4.0,9.0,1.1,21.0,0.9798697456171868,0.25,0.3333333333333333,"Miami, FL",33124.0
October,2016,"Easton, MA",Easton,Massachusetts,MA,Single Family Residential,6,357500.0,319900.0,17.0,22.0,19.0,46.0,2.7,45.0,0.9798823028413352,0.1764705882352941,0.2826086956521738,"Providence, RI",39300.0
March,2016,"Jersey City, NJ",Jersey City,New Jersey,NJ,Townhouse,13,305000.0,427000.0,1.0,,2.0,5.0,5.0,207.0,,0.0,0.2,"New York, NY",35614.0
December,2022,"Winslow, IL",Winslow,Illinois,IL,All Residential,-1,92500.0,,1.0,,,1.0,1.0,193.0,0.9747102212855636,0.0,,"Freeport, IL",23300.0
March,2012,"Paw Paw Lake, MI",Paw Paw Lake,Michigan,MI,All Residential,-1,129750.0,219900.0,4.0,4.0,8.0,36.0,9.0,415.0,0.8415707410052912,0.0,,"Niles, MI",35660.0
October,2018,"King City, CA",King City,California,CA,Single Family Residential,6,345000.0,295000.0,5.0,4.0,6.0,10.0,2.0,91.0,0.9920696304066384,0.2,,"Salinas, CA",41500.0
March,2015,"Old Fort, NC",Old Fort,North Carolina,NC,All Residential,-1,75100.0,129500.0,3.0,3.0,3.0,12.0,4.0,339.0,0.9101455917288502,0.3333333333333333,,"Marion, NC",32000.0
May,2016,"Llano Grande, TX",Llano Grande,Texas,TX,All Residential,-1,182275.0,85000.0,1.0,1.0,1.0,2.0,2.0,70.0,,0.0,0.5,"McAllen, TX",32580.0
December,2024,"Whippany, NJ",Whippany,New Jersey,NJ,Single Family Residential,6,797500.0,545000.0,10.0,4.0,3.0,4.0,0.4,14.0,1.0530347530105373,1.0,,"Newark, NJ",35084.0
May,2015,"Harbor Isle, NY",Harbor Isle,New York,NY,All Residential,-1,530000.0,417450.0,1.0,3.0,2.0,15.0,15.0,65.0,0.965391621129326,0.0,0.2666666666666666,"Nassau County, NY",35004.0
January,2015,"Cortland West, NY",Cortland West,New York,NY,All Residential,-1,108500.0,219000.0,1.0,1.0,1.0,9.0,9.0,219.0,1.0,0.0,,"Cortland, NY",18660.0
December,2023,"Kendall, NY",Kendall,New York,NY,Single Family Residential,6,260000.0,89999.0,3.0,1.0,1.0,2.0,0.6999999999999998,62.0,1.022988039542368,0.3333333333333333,,"Rochester, NY",40380.0
January,2020,"Firthcliffe, NY",Firthcliffe,New York,NY,All Residential,-1,250000.0,424900.0,6.0,4.0,7.0,13.0,2.2,54.0,0.98290254219643,0.1666666666666666,0.3076923076923077,"Poughkeepsie, NY",39100.0
August,2022,"Edgewood, MD",Edgewood,Maryland,MD,Townhouse,13,193000.0,248500.0,14.0,11.0,11.0,11.0,0.8,9.0,1.025179377645724,0.7857142857142857,0.2727272727272727,"Baltimore, MD",12580.0
June,2014,"Rockwell Place, TX",Rockwell Place,Texas,TX,All Residential,-1,59500.0,78000.0,2.0,2.0,1.0,1.0,0.5,79.0,,0.0,,"Amarillo, TX",11100.0
August,2016,"North Fort Myers, FL",North Fort Myers,Florida,FL,All Residential,-1,140000.0,139000.0,55.0,64.0,65.0,181.0,3.3,57.0,0.9603220221123676,0.109090909090909,0.3812154696132596,"Cape Coral, FL",15980.0
January,2016,"Granville, IL",Granville,Illinois,IL,All Residential,-1,43500.0,165000.0,2.0,2.0,1.0,2.0,1.0,215.0,0.8328469944255498,0.0,,"Ottawa, IL",36837.0
July,2012,"Raritan, NJ",Raritan,New Jersey,NJ,All Residential,-1,319875.0,,7.0,7.0,,1.0,0.1,,0.961295765250522,0.0,,"New Brunswick, NJ",35154.0
April,2015,"Hasson Heights, PA",Hasson Heights,Pennsylvania,PA,Single Family Residential,6,149000.0,,1.0,1.0,,,,,0.9619109102646868,0.0,,"Oil City, PA",36340.0
February,2017,"Laflin, PA",Laflin,Pennsylvania,PA,Single Family Residential,6,159500.0,,1.0,1.0,,4.0,4.0,96.0,0.9387875220718068,0.0,,"Scranton, PA",42540.0
July,2022,"La Grande, OR",La Grande,Oregon,OR,Single Family Residential,6,300000.0,279900.0,22.0,15.0,12.0,20.0,0.9,10.0,0.9811495735054864,0.2272727272727272,0.45,"La Grande, OR",29260.0
June,2014,"Elverson, PA",Elverson,Pennsylvania,PA,Single Family Residential,6,277515.5,519000.0,2.0,3.0,3.0,14.0,7.0,127.0,1.007839738310205,0.5,0.3571428571428571,"Montgomery County, PA",33874.0
February,2017,"Foristell, MO",Foristell,Missouri,MO,Single Family Residential,6,140000.0,385000.0,1.0,,1.0,3.0,3.0,43.0,0.933955970647098,0.0,0.3333333333333333,"St. Louis, MO",41180.0
October,2016,"Warner Robins, GA",Warner Robins,Georgia,GA,Townhouse,13,57000.0,117000.0,2.0,2.0,5.0,9.0,4.5,105.0,0.9214384935946904,0.0,,"Warner Robins, GA",47580.0
September,2018,"Villa Park, IL",Villa Park,Illinois,IL,All Residential,-1,276000.0,239993.0,25.0,26.0,39.0,75.0,3.0,29.0,0.977131619340866,0.2,0.4133333333333333,"Chicago, IL",16984.0
August,2016,"College Place, WA",College Place,Washington,WA,Single Family Residential,6,215000.0,240950.0,19.0,18.0,16.0,54.0,2.8,109.0,0.9802823435724448,0.0526315789473684,,"Walla Walla, WA",47460.0
May,2023,"West Menlo Park, CA",West Menlo Park,California,CA,Single Family Residential,6,4050000.0,4195000.0,5.0,6.0,9.0,18.0,3.6,19.0,1.0211498852157557,0.5999999999999999,0.2777777777777777,"San Francisco, CA",41884.0
October,2012,"Runnemede, NJ",Runnemede,New Jersey,NJ,All Residential,-1,140000.0,135000.0,7.0,6.0,11.0,60.0,8.599999999999998,59.0,0.926220244327838,0.1428571428571428,0.1833333333333333,"Camden, NJ",15804.0
April,2020,"Stewartstown, PA",Stewartstown,Pennsylvania,PA,Single Family Residential,6,233500.0,261950.0,6.0,4.0,5.0,8.0,1.3,35.0,0.9523949276162152,0.5,0.125,"York, PA",49620.0
August,2022,"Redfield, IA",Redfield,Iowa,IA,Single Family Residential,6,190000.0,129900.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0005265929436546,1.0,,"Des Moines, IA",19780.0
February,2021,"East Moriches, NY",East Moriches,New York,NY,All Residential,-1,605419.0,649000.0,3.0,3.0,9.0,16.0,5.3,17.0,1.0560092149985614,0.6666666666666666,0.0625,"Nassau County, NY",35004.0
August,2021,"Thompsonville, PA",Thompsonville,Pennsylvania,PA,All Residential,-1,394450.0,484900.0,14.0,14.0,11.0,19.0,1.4,62.0,1.013814965115549,0.4285714285714285,0.3157894736842105,"Pittsburgh, PA",38300.0
March,2012,"Timberlane, LA",Timberlane,Louisiana,LA,Single Family Residential,6,127400.0,159000.0,6.0,6.0,10.0,57.0,9.5,444.0,0.97535123504254,0.0,,"New Orleans, LA",35380.0
October,2013,"Montgomery Village, MD",Montgomery Village,Maryland,MD,Townhouse,13,226900.0,192000.0,34.0,39.0,29.0,67.0,2.0,27.0,0.9815720935528596,0.2352941176470588,0.2835820895522387,"Frederick, MD",23224.0
April,2015,"Lake Worth, FL",Lake Worth,Florida,FL,Townhouse,13,185000.0,153275.0,9.0,16.0,13.0,51.0,5.7,63.0,0.9755484941261708,0.3333333333333333,0.0980392156862745,"West Palm Beach, FL",48424.0
September,2024,"Schererville, IN",Schererville,Indiana,IN,Townhouse,13,262500.0,370000.0,6.0,7.0,6.0,12.0,2.0,18.0,0.9648194262145404,0.1666666666666666,0.1666666666666666,"Gary, IN",23844.0
January,2024,"Wolverine Lake, MI",Wolverine Lake,Michigan,MI,All Residential,-1,295000.0,302000.0,4.0,3.0,2.0,4.0,1.0,7.0,0.9892904785726196,0.0,0.25,"Warren, MI",47664.0
September,2018,"Waterloo, WI",Waterloo,Wisconsin,WI,All Residential,-1,196750.0,147450.0,2.0,4.0,4.0,9.0,4.5,188.0,0.8747789435381162,0.5,0.3333333333333333,"Watertown, WI",48020.0
August,2023,"Avondale, CO",Avondale,Colorado,CO,Single Family Residential,6,286000.0,120000.0,1.0,2.0,1.0,4.0,4.0,6.0,1.0250896057347667,1.0,0.5,"Pueblo, CO",39380.0
October,2020,"Theodore, AL",Theodore,Alabama,AL,All Residential,-1,133250.0,,6.0,6.0,,1.0,0.2,,0.9721600837892548,0.5,,"Mobile, AL",33660.0
February,2020,"Dickinson, ND",Dickinson,North Dakota,ND,Single Family Residential,6,233000.0,272400.0,27.0,,20.0,65.0,2.4,88.0,0.968822910656262,0.074074074074074,,"Dickinson, ND",19860.0
February,2019,"White City, FL",White City,Florida,FL,Single Family Residential,6,264000.0,232450.0,4.0,5.0,4.0,21.0,5.3,122.0,0.9657206455276696,0.0,0.238095238095238,"Port St. Lucie, FL",38940.0
May,2012,"Beaufort, SC",Beaufort,South Carolina,SC,Condo/Co-op,3,130000.0,192450.0,1.0,1.0,1.0,7.0,7.0,31.0,1.0,0.0,,"Hilton Head Island, SC",25940.0
May,2018,"Talent, OR",Talent,Oregon,OR,All Residential,-1,411000.0,375000.0,8.0,8.0,11.0,46.0,5.8,59.0,0.9776666099044636,0.0,,"Medford, OR",32780.0
November,2015,"Woodbridge, NJ",Woodbridge,New Jersey,NJ,Multi-Family (2-4 Unit),4,330000.0,,1.0,1.0,,3.0,3.0,123.0,0.9777777777777776,0.0,,"New Brunswick, NJ",35154.0
October,2023,"Middletown, RI",Middletown,Rhode Island,RI,All Residential,-1,665000.0,659000.0,18.0,7.0,17.0,33.0,1.8,34.0,1.013976435569556,0.5555555555555555,0.0909090909090909,"Providence, RI",39300.0
June,2014,"Castle Rock, WA",Castle Rock,Washington,WA,All Residential,-1,96000.0,167450.0,1.0,3.0,4.0,13.0,13.0,391.0,1.1294117647058823,1.0,0.3846153846153846,"Longview, WA",31020.0
March,2016,"McLoud, OK",McLoud,Oklahoma,OK,Single Family Residential,6,34250.0,63950.0,2.0,,2.0,8.0,4.0,39.0,0.9166666666666669,0.0,0.125,"Shawnee, OK",43060.0
September,2015,"Union, NY",Union,New York,NY,All Residential,-1,119999.0,95000.0,51.0,50.0,64.0,452.0,8.9,118.0,0.941280613116374,0.1568627450980392,,"Binghamton, NY",13780.0
